cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID,label,year,month,weekday,hour,comment_len
勝手矢鱈記錄,2018/2/11 11:41,sml-str10,店內 貼 了 無數 規矩 風扇 是 如何 擺放 客人 不能 這個 不能 那個點 甚麼 時 不能 提出 何種 要求 都 鉅 細靡 遺 一一 寫下 每個 角落 都 反映 老板 的 病態 控制 控 看到 這陣勢 我 還真 期望 店家 的 處 女座 偏執 性情 會 反映 在 品質 上 結果 失望 到 了 奶糊 很 稀水 跟 原 光塔 路 的 沙灣 奶糊 相距 太 多 而且 甜得 異常 吃 到 一半 已無法 吃 下去 朋友 也 是 一樣 剩下 半碗 餘下 一碗 燉奶 西米露 非常 普通 有 朋友 問為 甚麼 在 外地 吃 的 廣東 甜品 很 好吃 來 到 廣州 那麼 難 吃 一問 之下 他們 在家 鄉 吃 的 廣式 其實 是 指 香港 滿記 香港 五代 同糖 等 港式 廣式 畢竟 有 那 微妙 的 差別 離 開時 看見 有 客人 不 知道 要 自己 拿 甜品 多問 一句 老板娘 莫名 奇妙 駡 客人 然 後 有人 拿 了 個 小盤子 盛著 燙 手 的 甜品 又 被 老板娘 從頭 到 尾 怒 瞪 我 其實 不介意 百花 老板 如此 愛 撩 事鬥 非但 我 介意 百花 交不出 功課 囉 一生 中吃過 最難 吃 弄 到 我 和 朋友 們 都 要 吃剩 半碗 的 甜品店 僅此 百花 一家,差,差,差,520004,1,2018,2,6,11,452
桃子最近瘫成酱,2018/1/28 17:02,sml-str10,本来 就 不 觉得 很 好 要 吃 芋头 这家 离 的 近 才 过来 的 结果 比 上次 还 不如 上次 起码 绿豆 起沙 香芋 够 粉 这回 呢 颗 颗 绿豆 在 椰汁 甜水 里 芋头 比 上次 多 她 吃 了 后 默默 给 我 块 咬 不 下去 又 冻 又 硬 芝麻糊 有 某牌 感觉 红 豆沙 还 可以 菜单 多 但是 算了,一般,差,一般,520004,1,2018,1,6,17,180
monica0_0,2018/1/23 22:58,sml-str10,在 网上 看到 很多 人 推荐 慕名而来 服务 真的 太差 了 收银 的 冷冰冰 的 爱理不理 问 她 有 什么 推荐 的 也 是 一副 没有 你 爱 吃 不吃 的 态度 感觉 广州 很多 老字号 的 店铺 服务员 态度 都 不好 都 是 你 问 她 三句 她 回 你 一句 的 态度 另外 就是 甜品 很 一般 都 很甜 很 甜甜的 发腻 并 没有 想象 中 好吃 对不起 老字号 的 名头 我 在 南京 吃 的 糖水 都 比 这里 要 精致 好吃,一般,一般,差,520004,1,2018,1,1,22,223
bingoal_,2018/1/15 19:34,sml-str10,红豆 香芋 西米露 从 几年 前 的 块 涨 到 块 还 只能 现金支付 差评,差,差,差,520004,1,2018,1,0,19,30
比大大大熊,2018/1/14 21:05,sml-str10,剩 这么 多 你 觉得 好吃 么 太 失望,差,差,差,520004,1,2018,1,6,21,15
彭家大帅,2017/12/23 17:51,sml-str10,这 真是 砸 招牌 的 店 非常 糟糕 先不说 口味 环境 非常 脏 服务员 递 糖水 都 是 碰到 手 的 还 洒 出来 另外 门面 只有 很小 的 地方 坐 里面 很 臭 真的 很 臭 我 和 隔壁 桌都 忍 不下 那 味道 站 到 外面 吃 了 东西 吃 一半 就 吃不下 了 想着 店里 那股 臭味 和 满店 的 脏 很 不 卫生,好,差,差,520004,1,2017,12,5,17,181
石原里美的粉,2017/12/7 21:35,sml-str10,每次 来 农讲 所 都 看到 这个 百花 甜品 好多 人 排队 了 听说 是 老字号 和 朋友 排 了 二十分钟 终于 买 到 三个 甜品 叫 号 自己 在 拥挤 中 抢 位置 坐 万万 没想到 的 是 这 就是 老字号 甜品 甜得 发腻 我 叫 的 是 凤凰 奶糊奶 香味 很浓 但是 吃 到 嘴里 真的 很 失望 其他 叫 的 双皮奶 和 什么 奶窝 蛋 也 是 甜 得 发腻 口感 也 不好 到 最后 我 的 奶糊 和 双皮奶 还 剩 一大半 就 走 了 小妹妹 奶窝蛋 消灭 得 多 是因为 占 位置 时候 不 小心 翻 了 很多 出来 以后 再也 不 信 这种 老字号 多人 排队 的 店 凤凰 奶糊冻 双皮奶,差,差,差,520004,1,2017,12,3,21,291
呵呵哈哈567,2017/11/27 8:53,sml-str10,外地 朋友 来 广州 来 这里 吃 服务 也 不行 环境 也 不行 甜品 也 很 一般 所以 它 为什么 每天 那么 多人 排队 啊,差,差,差,520004,1,2017,11,0,8,47
dpuser_1372335806,2017/11/26 9:54,sml-str10,来 广州 吃 到 的 第一家 感觉 很 不好 的 店 环境 不好 路边摊 菜单 牌子 铺天盖地 的 展示 在 门框 上 外地人 去 了 肯定 蒙圈 就算 按照 网上 推荐 的 点 也 还是 要求 报 号码 说 名字 都 不 可以 的 好不容易 点上 了 就是 等 半天 服务 完全 没有 还 比 别的 店贵 整体 感觉 好 犯贱 两人点 了 三奶糊 塑料 碗 盛 的 塑料 勺子 天 真的 好 甜 只 合力 吃 完 一碗 怄气 一 整晚 也 不 知道 是 被 腻 到 了 还是 被 气到 了,一般,差,差,520004,1,2017,11,6,9,239
耶璐飒冷,2017/11/14 20:35,sml-str10,客观 地说 一句 百花 再 不 开通 移动 支付 就 等 着 被 淘汰 吧,差,差,差,520004,1,2017,11,1,20,26
蓝底的迪迪,2017/10/22 12:52,sml-str10,态度 差到 爆炸 只收 现金 味道 也 一般 这么 多年 都 无 进步 品牌效应 而已,一般,差,差,520004,1,2017,10,6,12,32
dpuser_93415606866,2017/10/14 21:41,sml-str10,真的 一般 不 知道 为何 这么 多人 排队,一般,一般,一般,520004,1,2017,10,5,21,15
dpuser_8832845952,2017/10/12 23:46,sml-str10,简直 没有 更 难吃 的 东西 不 知道 为什么 能 开 这么久 态度 烂 爆点 了 样 东西 样样 都 是 雷 难吃 哭 了,差,差,差,520004,1,2017,10,3,23,54
四处游走找吃的无业游民zz,2017/10/6 16:10,sml-str10,只 可以 讲 和 依间 店 情深 缘浅 只 因无带 现金 久闻大名 一直 无 机会 去试 今日 有 机会 到 店 一见 果然 名不虚全 门口 排 着 长长的 人龙 好 吧 我 也 排 排队 等等 吧 在 闷热 的 天气 下 等 了 大约 十分钟 终于 到 收银 位一见 有 个 牌 写 着 本店 只收 现金 刚好 今天 无带 现金 只好 转头 走人 在 这里 借 点评 这个 平台 吐槽 一下 现在 系 互联网 的 时代 手机 支付 已成 常态 上 至 星级 的 酒店 下 至 街市 卖葱 的 阿婶 都 可以 手机 支付 连 国外 的 领导人 都 赞赏 这种 模式 点解 依间 店 要 甘 就 性格 我 只 收 现金 我 本人 理解 为 我 旺 我 名声在外 你 吃 就 吃 吃 就 走 人 我 大 把 客,一般,差,差,520004,1,2017,10,4,16,287
姫菜,2017/8/21 15:38,sml-str10,以后 再也不会 来 了 还好 我 吃 东西 比较 小心 划 到 一点 舌头 而己 吃 得 快 的 不是 直接 吞下去 了 钢丝 球 吖 划到 肠子 怎么办,差,差,差,520004,1,2017,8,0,15,56
mmmmmiko72,2017/7/29 23:23,sml-str10,你 真的 是 名不副实 啊 口味 极度 一般 不 明白 为什么 人多 一家 街边 糖水 铺 都 比 你好 啊,差,差,差,520004,1,2017,7,5,23,38
mi2_lam,2017/7/28 20:11,sml-str10,在 这家 店 第一次 点 双皮奶 渣 渣 烂烂 的 口感 颜色 也 不 对 而且 吃 到 一半 还有 这么 多水 太 差劲 了,差,好,好,520004,1,2017,7,4,20,46
恩包,2017/7/23 17:30,sml-str10,朋友 下午 点 半左右 去 打包 回来 的 冻 芝麻糊 这 也 太 不负责任 了 这么 长 一条 太 糟糕 了,好,差,差,520004,1,2017,7,6,17,38
柴小犬,2017/6/30 8:22,sml-str10,慕名而来 败兴而归 位置 环境 位置 蛮 好找 的 就 在 文明 路 与 德政 路 交界处 分为 三个 小 铺面 其中 两个 是 用餐 区 一个 是 点 餐区点 餐区 贴着 密密麻麻 的 菜单 可以 看出 种类 很多 但是 到处 都 贴着 禁止 外带 食品 禁止 随意 更换 菜品 不下 十处 真的 令人 很 压抑 很 反感 我 是 来 吃 东西 的 不是 来 坐牢 的 服务 差比 一般 的 老店 还 差 收银 全程 冷冰冰 不耐烦 用餐 区 本来 就 很小 还 没有 人 收拾 全都 是 塑料 碗 连 过来 扔 一下 都 不 愿意 每张 桌上 就 放 了 一块 抹布 等 客人 自己 收 出品 点 了 夏 三宝 绿豆 还 带 拼西米 椰汁 除了 绿豆 熬 得 比较 久 比较 烂 真心 吃不出 有 什么 特别之处 加上 椰汁 反而 特别 地 混 喜欢 老店 是因为 那股 情怀 那股 人文 气息 百花 完全 掉 钱 眼里 了 倚仗 老店 的 名号 其他 真的 一点 都 没有 提升,一般,差,差,520004,1,2017,6,4,8,385
christyo,2017/5/27 14:29,sml-str10,因为 家住 附近 一直 都 在 这 买 糖水 吃 昨天 买 了 两碗 芝麻糊 打包 里面 却 有 很多 不知 明 的 渣 又 有 毛来 跟 她们 说 就 说 昨天 不是 她 上班 什么 老字号 啊 就 这 服务态度 老街坊 以后 都 不会 在 这里 买 糖水 喝 了,差,差,差,520004,1,2017,5,5,14,90
mastervirgo,2017/5/4 23:30,sml-str10,前 幾天 去 附近 買 燒餅 順便 去 了 百花 點了 個紅 豆沙 入口 居然 有 臭 草 味道 當時 就 感覺 到 奇怪 然 後 一直 食 的 時候 發覺 喉嚨 一直 有酸澀 苦 的 味道 之 後 回家路上 一直 肚子 不 舒服 並有 輕微 胃痛 後 來 才 發覺 原來 那酸澀 苦 的 味道 是 豆類 變質 之 後 的 味道 大家 回想 下 吃 到 又 乾 又 縮水 的 變質 花生 就 知道 那個 味道 了 商家 加入 臭草 就是 為 了 想 掩蓋 這個 味道 九幾年 就 來 這裡 吃 甜品 了 今天 居然 發生 這種 事情 以後絕 對 不會 再 來 在 中國 想像 香港 那樣 找到 有 良心 的 店 很 難,差,一般,一般,520004,1,2017,5,3,23,269
dpuser_7819498764,2017/5/1 18:44,sml-str10,下 单排 了 好久 队 取餐 也 排 了 好久 队 最后 为了 不想 等位 站 着 把 东西 吃 完 说 到 东西 的 口味 实在 搞不懂 为什么 那么 多人 排队 吃 我们 点 了 凤凰 奶糊 和 双皮奶 真心 非常 一般 基本上 也 就 和 其他 甜品店 出品 相当 然后 最让人 不 舒服 的 是 布满 店内 全是 非常 强势 和 不 客气 的 顾客 须知 例如 本店 没有 顾客 凭空想象 之 甜品 谢绝 外带 食物 面斥 不 雅 等等 虽然 这 都 是 合理要求 但 总 觉得 店家 一副 傲慢不逊 爱 吃 不吃 的 态度 总结 一句 浪费 了 我们 将近 一个 小时 的 时间 吃 了 无比 平凡 的 甜品 再也不会 光顾,差,差,差,520004,1,2017,5,0,18,290
TERMINATOR_6690,2017/4/28 10:18,sml-str10,百花 甜品 过去 的 出品 简直 系湿水 棉花 没得弹 今时 今日 我 去 买个 香芋 西米露 那些 香芋 系 出水 的 做 坏 招牌,差,好,好,520004,1,2017,4,4,10,49
慢慢慢慢…,2017/4/21 21:29,sml-str10,店员 态度 很差 凤凰 奶糊腻 到 掉牙,差,差,差,520004,1,2017,4,4,21,15
Saikura,2017/4/7 20:00,sml-str10,环境 超烂 服务 差到 爆好 耐 之前 食过 一次 霖 住 今日 情怀 下去 百花 是 个 奶糊点 几去 到 被 告知 要 下午 三点 先有 收银 个牌 写 住 店员 休息 吃饭 期间 奶糊 停售 真系 好 嗨 大 面子 仲要 等 你 店员 休息 完移 尊驾 嚟 煮 奶糊 本来 就 系想 食个 奶糊 使 十几 蚊食个 绿豆沙 又 实属 笨柒 问下 店员 汤圆 有 乜 馅 一个 白眼 翻过来 即刻 转场 去 玫瑰 一问 有 冇 奶糊食 果然 有 不知 比 我 以前 系 百花 食既 好几 多 啊 总之 以后 请 我 都 唔 去 咯仲有 店 入面 告示 有 几串 得 甘串 希望 快 执笠 啦,差,差,差,520004,1,2017,4,4,20,279
龙家三羊,2017/3/30 22:02,sml-str10,收银员 可能 心里 有 障碍 爱答不理 的 问 了 四遍 话 才 回答 眼都 不 抬 一下 双皮奶 也 没有 南信 好吃,一般,差,差,520004,1,2017,3,3,22,44
Zoe_9359,2017/3/12 12:04,sml-str10,味道 還 可以 但 態度 非常 差不會 再 來 第二次,好,好,差,520004,1,2017,3,6,12,20
founoers817,2017/2/24 14:55,sml-str10,最后 一次 来 吃 以前 都 是 叫外卖 不 知道 原来 这里 的 服务态度 是 这样 的 从 收银 到 盛 汤水 的 服务 人员 全部 人 没 笑容 就算 了 十问 十 不理 指示 不清 难道 客人 就 活该 给钱 找 难受 再 好吃 我 也 不会 再 来,很好,好,差,520004,1,2017,2,4,14,91
老虎害怕喵咪咪,2017/2/13 15:19,sml-str10,今日 在 百花 甜品店 买 了 婉 黑麻糊 打包 回家 吃 一 打开 已有 烧焦 味 再 食时 已确 喉咙 发热 在 无 办法 吃 完 只有 到 了 他 作为 一间 老牌 甜品店 连 烧焦 湖 了 的 芝麻糊 都 买 给 顾客 吃 是 什么 心态 难到 不怕 比 人 上网 唱 需 佢 无人性,差,差,差,520004,1,2017,2,0,15,167
Chris豹,2017/2/4 20:18,sml-str10,位置 在 文明 路上 近 德政 中路 款式 甜品 款式 很多 花 多眼 乱 味道 偏甜 多年 老店 但 名气 过大 造成 服务 差 服务 过年 期间 去 刚过 凌晨 去 到 好 自然 抬头 看花 绿绿的 餐牌 叫 双皮奶 冇 收银员 指 了 下 收银机 前贴 的 小纸 过年 不 提供 正在 和 朋友 商量 食 咩 时 又 话 快点 一阵 收铺 然后 至话 食 热 嘅 睇 纸 顿时 一堆 问号 所谓 纸 是 张 大小 如 一张 普通 便签 纸 练字 纸 订成 的 一小 本狂 汗 我们 商量 有 一分钟 都 不 说 热 的 只有 哪些 供应 差评 见 我们 抬头 看餐 牌 都 不 说仲话 赶收 铺 总结 甜品 冇 咩 特色 不见得 有 几好 食 服务态度 差 不会 再 去,一般,一般,差,520004,1,2017,2,5,20,309
高麗蔘(中国蔘),2017/2/3 14:19,sml-str10,门口 排龙 以为 有宝 其实 中伏 首先 收银员 态度 差 可能 是 老板 个 糖水 错 了 个 还 不肯 认错 盛 糖水 的 服务员 也 不 太 整洁 芝麻糊 完全 无 芝麻 味 还是 河南 的 芬芳 好 喔,差,差,差,520004,1,2017,2,4,14,81
A俊锐,2017/1/22 10:17,sml-str10,此人 恶言相向 服务态度 及其 恶劣 然而 不但 告知 本人 百花 糖水 是 烂鬼 糖水 还 说 东家 唔 打打 西家 本人 认为 此人 人品 会 对 贵 公司 有 极其 严重 的 影响 望贵 公司 知 人 善用,一般,一般,差,520004,1,2017,1,6,10,75
iambao,2017/1/20 19:43,sml-str10,特登 山长水远 去 到 竟然 无 姜撞奶 再 讲 一次 无 姜撞奶,差,差,差,520004,1,2017,1,4,19,35
Jeffloveu,2016/12/22 1:39,sml-str10,感觉 非常 非常 一般 十几 蚊 一碗 绿豆 加 糖丸 呵呵 呵 搞 唔 明 点解 咁 多 人 排队 等 唔 会食 第二次 咯 味道 太 一般,差,非常好,好,520004,1,2016,12,3,1,51
何大猪包,2016/12/12 15:32,sml-str10,吃 过 一个 凤凰 炖 蛋太甜 太甜 了 腻 死 了,差,很好,差,520004,1,2016,12,0,15,18
MANBBEE,2016/11/18 19:35,sml-str10,地理环境 一般 离 北京路 还是 有 一段距离 服务 纯 自助 价钱 高 了 是 被 张敬轩 炒热 的 原因 吗 基本 都 是 元 起步 的 店里 的 某个 阿姨 人品 很差 我 对面 的 一直 吐槽 这家 店 的 人 都 串 说 下次 不会 再 来 什么 的 我 看到 一个 女孩 问 她 哪里 付款 就 不耐烦 说 他 瞎 不会 自己 看 说 神经病 读书 读死 了 我勒个 去 听到 我 都 觉得 难受 我 也 不会 再来 了,一般,一般,一般,520004,1,2016,11,4,19,219
_李陶陶,2016/10/17 23:37,sml-str10,服务态度 超级 差 服务员 超级 臭寸 唔 会 有 下次,差,差,差,520004,1,2016,10,0,23,22
KN么么踹,2016/10/10 10:23,sml-str10,为什么 给 差评 因为 服务 真心 不好 对于 外地人 我们 根本 就 不 知道 选 哪个 甜品 特意 敢过去 吃 甜品 本来 开开心心 的 问 招牌 是 什么 曰 自己 看 呀 上面 都 写 着 的 多个 甜品 你 让 我 怎么 看 那 你 给 推荐 个 招牌 甜品 可以 嘛 曰 自己 看 呀 上面 不 都 有 嘛 简直 差劲 就 把 我 晾 在 一边 差劲 好 在 后面 有 排队 广州 本地人 看 我 束手无策 推荐 我 了 凤凰 奶 店铺 名气 大 了 根本 就 不在乎 客人 反正 排队 的 人 多 买 的 人 多 但是 你们 的 态度 服务 就是 差劲,差,差,差,520004,1,2016,10,0,10,268
暮而春半,2016/10/8 20:57,sml-str10,特别 失望 每次 来到 百花 都 是 人满为患 所以 每次 都 去 对面 明记 凑合 事实上 明记 相当 不错 我 给 打 了 五星 好评 今天 好不容易 有个 位置 结果 不许 外带 食物 我能 理解 可是 服务员 态度 真的 超级 一般 收台慢 一共 只有 三张 台 就算 了 看到 我们 占 位置 的 人 都 会 说 几句 其他 服务员 也 全程 冷脸 去 的 晚 了 要 什么 没什么 只好 点 了 红豆 香芋 和 蛋奶 蛋奶 超甜 红豆 香芋 超腻 为什么 百花 就 那么 鼎鼎大名 呢 要说 我 不是 广州 人 可能 吃 不惯 甜品 吧 我 又 很 喜欢 明记 啊 还是 因为 去 的 太晚 了 好吃 的 都 卖光 了 这 还 真 令人费解 啊,差,差,差,520004,1,2016,10,5,20,301
jinzijikejian,2016/10/5 15:16,sml-str10,只想 给你个 差评 这些 排队 的 人 没 喝 过 水 抠 白糖 哈哈哈 心疼 不知所谓,差,差,差,520004,1,2016,10,2,15,33
aaa.ooo,2016/10/5 12:26,sml-str10,就 没有 负分 吗 收银员 是 吗 乱 下单 没有 就 说 没有 没 听 清楚 就 说 没 听 清楚 好 吗 要 的 是 鲜奶 红豆 菠萝 冰粒 杯 不是 的 稀 淡出 鸟西米 椰奶 冰水 好 吗 科科 奶糊太甜 了 所以 叫 百花 的 意思 不是 百花齐放 而是 狂放 糖 吗 这个 水准 还敢 这么,差,差,差,520004,1,2016,10,2,12,190
h_676260,2016/10/1 19:00,sml-str10,太甜 了 太 甜 了 太 甜 了 太 甜 了 一点 也 不 好吃 甜到 发颤,差,好,好,520004,1,2016,10,5,19,29
dpuser_48026282073,2016/9/22 20:25,sml-str10,吃 了 两口 就 想 吐 凤凰 奶糊 太 甜腻 了 诶 诶 诶 网红 美食 都 是 坑 双皮奶 也 不 好吃,差,差,差,520004,1,2016,9,3,20,38
Karen_82524,2016/9/22 16:11,sml-str10,首先 糖水 是 不错 的 可是 那 服务态度 简直 跟 一样 自己 搞错 了 没有 任何 歉意 还怪 顾客 呵呵 请问 店里 的 人 是 吃 了 火药 么 表示 再也 不 来,很好,一般,差,520004,1,2016,9,3,16,69
Lilianccccc,2016/9/19 12:12,sml-str10,我 是 本地人 可能 因为 张敬轩 这里 红 了 起来 说真的 味道 不 咋 的 旁边 的 几间 糖水 铺 都 比 他 做得好 料 不足 也 不够 味 很多 外地 朋友 来 都 说 比较 失望,差,差,差,520004,1,2016,9,0,12,67
吃货猪猪b,2016/9/2 20:54,sml-str10,要 什么 没什么 晚上 点 左右 去 吧 糖 不 甩 又 说 卖完 了 红豆 双皮奶 也 没有 热 大热天 连 个 空调 都 没有 我 只有 呵呵 呵 了,差,差,差,520004,1,2016,9,4,20,53
咿哟咿哟,2016/7/14 17:02,sml-str10,原本 想 试一试 这家 的 凤凰 奶糊 的 一问 没有 就 点 了 菠萝 冰 只能 说 不 太 好吃 菠萝 有点 不 新鲜 而且 份量 又 小 又 贵 隔 了 两天 我 又 来 想点 奶糊 又 被 告知 没有 我 忍不住 问 不 出奶 糊 了 吗 那 服务生 拽 的 不得了 的 说 没空 做 以后 也 不会 去 了 糖水 店多 着 去 这 服务态度 给钱 请 都 不 去,一般,差,差,520004,1,2016,7,3,17,186
EYSbaby,2016/7/8 12:51,sml-str10,雖說 是 很 久 的 牌子 但是 越做越 差品種 是 多 不 過現 在 重量 不 重質 吖 真的 去 了 一次 就 不想 再 去 了 而且 價格 還一點 不 便宜 靠 著 牌子 度 日子 不知 能虛耗 多久 雙皮奶 感覺 和 燉 蛋 一樣 難怪 品種 咁 多 比 仁和 宜差 遠 了,差,差,差,520004,1,2016,7,4,12,100
广州牛蹲大学兽医系,2016/6/25 20:04,sml-str10,夜晚 就 会 有 好多 人 排队 作为 经常 去 中图 踩 场 的 老广 忍不住 要 试试 最 保险 要 了 元 的 双皮奶 还是 只有 冷 的 没有 热 没有 姜埋奶 全部 甜品 都 是 现成 的 双皮奶 非常 难吃 绝对 是 冲 调品 跟 小食店 现成 的 双皮奶 一样 隔壁 两个 外地 女孩 的 椰汁 西米露 也 说 一般 想不到 老字号 这样 被 市场化 搞 到 面目全非 只是 剩下 位置 吸引 眼球 年 创始 令人 伤心,差,一般,一般,520004,1,2016,6,5,20,222
这个算不算,2016/5/22 19:27,sml-str10,味道 一般般 名气 特别 响 还 可以 的 就 那么 样子,很好,很好,很好,520004,1,2016,5,6,19,22
琪兒小盆友,2016/5/3 18:03,sml-str10,糖水 是 可以 的 到 時 服務 超級 無 敵差 黑口 黑面 好似 欠 她 十万 九千 七 咁 單子 寫 的 是 打包 她 沒 看 我 說 打包 還很晦氣 的 把 放在 糖水 的 羹 扔 到 桌面 不想 幹 就 別 幹 吖,一般,一般,差,520004,1,2016,5,1,18,82
飞比猪,2016/4/12 12:21,sml-str10,金典 老店 精彩 捧场 吃 的 就是 广州 味 打包 了 四个 那个 失望 啊 鲜奶 炖 木瓜 木瓜 是 脆 的 好 吧 喝 一下 牛奶 芝麻糊 芝麻 味 的 淡 了 红豆 薏米 唯一 保持 水准 的 香芋 西米露 变味 的 变味 的 变味 的 真的 垃圾 以后 经过 再也不会 买 了 一个 百年 老店 品质 都 这样 失望 失望 失望,差,一般,一般,520004,1,2016,4,1,12,193
ho草草草草草,2016/4/10 1:28,sml-str10,买 十碗 送 一碗 但 真的 越做越 差 所有人 都 几乎 只 吃 了 一两口 就 不吃 了 就是 老字号 的 招牌 撑 着 玫瑰 甜品 还 比较 好吃,差,好,好,520004,1,2016,4,6,1,51
KayKay_328,2016/2/23 20:36,sml-str10,本来 想 元宵节 订 多份 糖水 老板 嚣张 说 不 送货 想 买 自己 拿,差,差,差,520004,1,2016,2,1,20,29
一只山楂,2016/1/19 19:56,sml-str10,双皮奶 从 黄沙 跑 来 专门 为了 吃 一次 双皮奶 却 没有 达到 我 的 期待 蛋味 比较 重 同行 的 广东 同学 说 味道 还 不如 中 大门口 三块 一碗 的 糖水 挺 失望 的 窝 蛋奶 西米 太 甜甜 到 腻 龟苓膏 偏苦 一般 人 需要 加糖 巧克力 奶糊 简直 就是 阿华田 加水 凤凰 奶糊 鸡蛋 好 难吃 红豆汤 圆 想要 芋圆 给 了 汤圆 红豆 很 奇怪 总体 太甜 总体 很 难吃 太甜 完全 不 值得 过来 吃,差,差,差,520004,1,2016,1,1,19,233
